Timestamp,Location,Traffic_Volume,Avg_Speed_kmh,Congestion_Level,Rainfall_mm,Metro_Construction_Active,Is_Weekend
2025-08-15 14:00:00,Silk Board Junction,2787,17.7,55.8,0.0,1,0
2025-08-15 15:00:00,Silk Board Junction,2749,18.0,55.0,0.0,1,0
2025-08-15 16:00:00,Silk Board Junction,2866,17.1,57.3,0.0,1,0
2025-08-15 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-15 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-15 19:00:00,Silk Board Junction,4900,5.0,98.0,7.7,1,0
2025-08-15 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-15 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-15 22:00:00,Silk Board Junction,4900,5.0,98.0,29.7,1,0
2025-08-15 23:00:00,Silk Board Junction,1387,28.9,27.8,0.0,1,0
2025-08-16 00:00:00,Silk Board Junction,1888,24.9,37.8,8.1,1,1
2025-08-16 01:00:00,Silk Board Junction,2656,18.7,53.1,11.8,1,1
2025-08-16 02:00:00,Silk Board Junction,2699,18.4,54.0,13.4,1,1
2025-08-16 03:00:00,Silk Board Junction,628,35.0,12.6,0.0,1,1
2025-08-16 04:00:00,Silk Board Junction,4848,5.0,97.0,28.9,1,1
2025-08-16 05:00:00,Silk Board Junction,3401,12.8,68.0,18.0,1,1
2025-08-16 06:00:00,Silk Board Junction,2008,23.9,40.2,0.0,1,1
2025-08-16 07:00:00,Silk Board Junction,4900,5.0,98.0,37.1,1,1
2025-08-16 08:00:00,Silk Board Junction,2919,16.6,58.4,0.0,1,1
2025-08-16 09:00:00,Silk Board Junction,3017,15.9,60.4,0.0,1,1
2025-08-16 10:00:00,Silk Board Junction,3258,13.9,65.2,0.0,1,1
2025-08-16 11:00:00,Silk Board Junction,3533,11.7,70.7,0.0,1,1
2025-08-16 12:00:00,Silk Board Junction,2030,23.8,40.6,0.0,1,1
2025-08-16 13:00:00,Silk Board Junction,2122,23.0,42.4,0.0,1,1
2025-08-16 14:00:00,Silk Board Junction,2031,23.7,40.6,0.0,1,1
2025-08-16 15:00:00,Silk Board Junction,1919,24.6,38.4,0.0,1,1
2025-08-16 16:00:00,Silk Board Junction,1903,24.8,38.1,0.0,1,1
2025-08-16 17:00:00,Silk Board Junction,4900,5.0,98.0,38.5,1,1
2025-08-16 18:00:00,Silk Board Junction,3450,12.4,69.0,0.0,1,1
2025-08-16 19:00:00,Silk Board Junction,3078,15.4,61.6,0.0,1,1
2025-08-16 20:00:00,Silk Board Junction,4900,5.0,98.0,21.3,1,1
2025-08-16 21:00:00,Silk Board Junction,4900,5.0,98.0,33.2,1,1
2025-08-16 22:00:00,Silk Board Junction,1874,25.0,37.5,0.0,1,1
2025-08-16 23:00:00,Silk Board Junction,1001,32.0,20.0,0.0,1,1
2025-08-17 00:00:00,Silk Board Junction,1195,30.4,23.9,0.0,1,1
2025-08-17 01:00:00,Silk Board Junction,2091,23.3,41.8,9.5,1,1
2025-08-17 02:00:00,Silk Board Junction,1122,31.0,22.5,0.0,1,1
2025-08-17 03:00:00,Silk Board Junction,4639,5.0,92.8,27.5,1,1
2025-08-17 04:00:00,Silk Board Junction,1347,29.2,27.0,0.0,1,1
2025-08-17 05:00:00,Silk Board Junction,692,34.5,13.8,0.0,1,1
2025-08-17 06:00:00,Silk Board Junction,4900,5.0,98.0,28.8,1,1
2025-08-17 07:00:00,Silk Board Junction,4000,8.0,80.0,14.9,1,1
2025-08-17 08:00:00,Silk Board Junction,3583,11.3,71.7,0.0,1,1
2025-08-17 09:00:00,Silk Board Junction,4900,5.0,98.0,37.4,1,1
2025-08-17 10:00:00,Silk Board Junction,3140,14.9,62.8,0.0,1,1
2025-08-17 11:00:00,Silk Board Junction,3049,15.6,61.0,0.0,1,1
2025-08-17 12:00:00,Silk Board Junction,1708,26.3,34.2,0.0,1,1
2025-08-17 13:00:00,Silk Board Junction,1795,25.6,35.9,0.0,1,1
2025-08-17 14:00:00,Silk Board Junction,2031,23.7,40.6,0.0,1,1
2025-08-17 15:00:00,Silk Board Junction,4900,5.0,98.0,23.0,1,1
2025-08-17 16:00:00,Silk Board Junction,2158,22.7,43.2,0.0,1,1
2025-08-17 17:00:00,Silk Board Junction,3729,10.2,74.6,0.0,1,1
2025-08-17 18:00:00,Silk Board Junction,4900,5.0,98.0,24.1,1,1
2025-08-17 19:00:00,Silk Board Junction,3432,12.5,68.7,0.0,1,1
2025-08-17 20:00:00,Silk Board Junction,3460,12.3,69.2,0.0,1,1
2025-08-17 21:00:00,Silk Board Junction,3513,11.9,70.3,0.0,1,1
2025-08-17 22:00:00,Silk Board Junction,2475,20.2,49.5,5.2,1,1
2025-08-17 23:00:00,Silk Board Junction,1429,28.6,28.6,0.0,1,1
2025-08-18 00:00:00,Silk Board Junction,4900,5.0,98.0,47.3,1,0
2025-08-18 01:00:00,Silk Board Junction,1406,28.7,28.1,0.0,1,0
2025-08-18 02:00:00,Silk Board Junction,2257,21.9,45.2,6.7,1,0
2025-08-18 03:00:00,Silk Board Junction,986,32.1,19.7,0.0,1,0
2025-08-18 04:00:00,Silk Board Junction,1267,29.9,25.3,0.0,1,0
2025-08-18 05:00:00,Silk Board Junction,1326,29.4,26.5,0.0,1,0
2025-08-18 06:00:00,Silk Board Junction,2850,17.2,57.0,0.0,1,0
2025-08-18 07:00:00,Silk Board Junction,4900,5.0,98.0,38.9,1,0
2025-08-18 08:00:00,Silk Board Junction,4743,5.0,94.9,0.0,1,0
2025-08-18 09:00:00,Silk Board Junction,4888,5.0,97.8,0.0,1,0
2025-08-18 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 11:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 12:00:00,Silk Board Junction,2850,17.2,57.0,0.0,1,0
2025-08-18 13:00:00,Silk Board Junction,2510,19.9,50.2,0.0,1,0
2025-08-18 14:00:00,Silk Board Junction,3031,15.7,60.6,0.0,1,0
2025-08-18 15:00:00,Silk Board Junction,2557,19.5,51.2,0.0,1,0
2025-08-18 16:00:00,Silk Board Junction,4900,5.0,98.0,40.3,1,0
2025-08-18 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-18 21:00:00,Silk Board Junction,4900,5.0,98.0,27.8,1,0
2025-08-18 22:00:00,Silk Board Junction,4900,5.0,98.0,22.3,1,0
2025-08-18 23:00:00,Silk Board Junction,3289,13.7,65.8,14.1,1,0
2025-08-19 00:00:00,Silk Board Junction,1323,29.4,26.5,0.0,1,0
2025-08-19 01:00:00,Silk Board Junction,4900,5.0,98.0,48.3,1,0
2025-08-19 02:00:00,Silk Board Junction,1338,29.3,26.8,0.0,1,0
2025-08-19 03:00:00,Silk Board Junction,2975,16.2,59.5,12.3,1,0
2025-08-19 04:00:00,Silk Board Junction,795,33.6,15.9,0.0,1,0
2025-08-19 05:00:00,Silk Board Junction,2808,17.5,56.2,14.3,1,0
2025-08-19 06:00:00,Silk Board Junction,2580,19.4,51.6,0.0,1,0
2025-08-19 07:00:00,Silk Board Junction,2802,17.6,56.0,0.0,1,0
2025-08-19 08:00:00,Silk Board Junction,4900,5.0,98.0,38.4,1,0
2025-08-19 09:00:00,Silk Board Junction,4900,5.0,98.0,44.4,1,0
2025-08-19 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-19 11:00:00,Silk Board Junction,4900,5.0,98.0,12.1,1,0
2025-08-19 12:00:00,Silk Board Junction,2821,17.4,56.4,0.0,1,0
2025-08-19 13:00:00,Silk Board Junction,2849,17.2,57.0,0.0,1,0
2025-08-19 14:00:00,Silk Board Junction,4900,5.0,98.0,15.5,1,0
2025-08-19 15:00:00,Silk Board Junction,4900,5.0,98.0,34.1,1,0
2025-08-19 16:00:00,Silk Board Junction,2665,18.7,53.3,0.0,1,0
2025-08-19 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-19 18:00:00,Silk Board Junction,4900,5.0,98.0,46.2,1,0
2025-08-19 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-19 20:00:00,Silk Board Junction,4900,5.0,98.0,5.6,1,0
2025-08-19 21:00:00,Silk Board Junction,4900,5.0,98.0,34.8,1,0
2025-08-19 22:00:00,Silk Board Junction,2672,18.6,53.5,0.0,1,0
2025-08-19 23:00:00,Silk Board Junction,1265,29.9,25.3,0.0,1,0
2025-08-20 00:00:00,Silk Board Junction,1672,26.6,33.5,0.0,1,0
2025-08-20 01:00:00,Silk Board Junction,4900,5.0,98.0,44.2,1,0
2025-08-20 02:00:00,Silk Board Junction,4900,5.0,98.0,46.8,1,0
2025-08-20 03:00:00,Silk Board Junction,4900,5.0,98.0,44.4,1,0
2025-08-20 04:00:00,Silk Board Junction,4900,5.0,98.0,34.1,1,0
2025-08-20 05:00:00,Silk Board Junction,1524,27.8,30.5,0.0,1,0
2025-08-20 06:00:00,Silk Board Junction,2440,20.5,48.8,0.0,1,0
2025-08-20 07:00:00,Silk Board Junction,2412,20.7,48.2,0.0,1,0
2025-08-20 08:00:00,Silk Board Junction,4900,5.0,98.0,13.8,1,0
2025-08-20 09:00:00,Silk Board Junction,4900,5.0,98.0,18.7,1,0
2025-08-20 10:00:00,Silk Board Junction,4900,5.0,98.0,38.0,1,0
2025-08-20 11:00:00,Silk Board Junction,4900,5.0,98.0,41.2,1,0
2025-08-20 12:00:00,Silk Board Junction,2693,18.5,53.9,0.0,1,0
2025-08-20 13:00:00,Silk Board Junction,2655,18.8,53.1,0.0,1,0
2025-08-20 14:00:00,Silk Board Junction,4900,5.0,98.0,45.4,1,0
2025-08-20 15:00:00,Silk Board Junction,2776,17.8,55.5,0.0,1,0
2025-08-20 16:00:00,Silk Board Junction,4900,5.0,98.0,17.5,1,0
2025-08-20 17:00:00,Silk Board Junction,4900,5.0,98.0,15.9,1,0
2025-08-20 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-20 19:00:00,Silk Board Junction,4900,5.0,98.0,47.6,1,0
2025-08-20 20:00:00,Silk Board Junction,4900,5.0,98.0,9.6,1,0
2025-08-20 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-20 22:00:00,Silk Board Junction,2327,21.4,46.6,0.0,1,0
2025-08-20 23:00:00,Silk Board Junction,1265,29.9,25.3,0.0,1,0
2025-08-21 00:00:00,Silk Board Junction,911,32.7,18.2,0.0,1,0
2025-08-21 01:00:00,Silk Board Junction,1382,28.9,27.7,0.0,1,0
2025-08-21 02:00:00,Silk Board Junction,1016,31.9,20.3,0.0,1,0
2025-08-21 03:00:00,Silk Board Junction,1175,30.6,23.5,0.0,1,0
2025-08-21 04:00:00,Silk Board Junction,1261,29.9,25.2,0.0,1,0
2025-08-21 05:00:00,Silk Board Junction,1163,30.7,23.3,0.0,1,0
2025-08-21 06:00:00,Silk Board Junction,4281,5.7,85.6,11.4,1,0
2025-08-21 07:00:00,Silk Board Junction,2565,19.5,51.3,0.0,1,0
2025-08-21 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-21 09:00:00,Silk Board Junction,4900,5.0,98.0,13.1,1,0
2025-08-21 10:00:00,Silk Board Junction,4701,5.0,94.0,0.0,1,0
2025-08-21 11:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-21 12:00:00,Silk Board Junction,4900,5.0,98.0,23.7,1,0
2025-08-21 13:00:00,Silk Board Junction,2911,16.7,58.2,0.0,1,0
2025-08-21 14:00:00,Silk Board Junction,4900,5.0,98.0,38.2,1,0
2025-08-21 15:00:00,Silk Board Junction,2893,16.9,57.9,0.0,1,0
2025-08-21 16:00:00,Silk Board Junction,4900,5.0,98.0,43.5,1,0
2025-08-21 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-21 18:00:00,Silk Board Junction,4900,5.0,98.0,46.6,1,0
2025-08-21 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-21 20:00:00,Silk Board Junction,4900,5.0,98.0,6.8,1,0
2025-08-21 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-21 22:00:00,Silk Board Junction,3797,9.6,75.9,5.7,1,0
2025-08-21 23:00:00,Silk Board Junction,4900,5.0,98.0,28.3,1,0
2025-08-22 00:00:00,Silk Board Junction,784,33.7,15.7,0.0,1,0
2025-08-22 01:00:00,Silk Board Junction,1120,31.0,22.4,0.0,1,0
2025-08-22 02:00:00,Silk Board Junction,1180,30.6,23.6,0.0,1,0
2025-08-22 03:00:00,Silk Board Junction,939,32.5,18.8,0.0,1,0
2025-08-22 04:00:00,Silk Board Junction,4900,5.0,98.0,45.3,1,0
2025-08-22 05:00:00,Silk Board Junction,931,32.5,18.6,0.0,1,0
2025-08-22 06:00:00,Silk Board Junction,4900,5.0,98.0,32.9,1,0
2025-08-22 07:00:00,Silk Board Junction,2938,16.5,58.8,0.0,1,0
2025-08-22 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-22 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-22 10:00:00,Silk Board Junction,4900,5.0,98.0,35.6,1,0
2025-08-22 11:00:00,Silk Board Junction,4900,5.0,98.0,6.0,1,0
2025-08-22 12:00:00,Silk Board Junction,2633,18.9,52.7,0.0,1,0
2025-08-22 13:00:00,Silk Board Junction,2332,21.3,46.7,0.0,1,0
2025-08-22 14:00:00,Silk Board Junction,2986,16.1,59.7,0.0,1,0
2025-08-22 15:00:00,Silk Board Junction,2803,17.6,56.1,0.0,1,0
2025-08-22 16:00:00,Silk Board Junction,4900,5.0,98.0,46.5,1,0
2025-08-22 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-22 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-22 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-22 20:00:00,Silk Board Junction,4900,5.0,98.0,31.7,1,0
2025-08-22 21:00:00,Silk Board Junction,4900,5.0,98.0,23.6,1,0
2025-08-22 22:00:00,Silk Board Junction,2710,18.3,54.2,0.0,1,0
2025-08-22 23:00:00,Silk Board Junction,4900,5.0,98.0,48.6,1,0
2025-08-23 00:00:00,Silk Board Junction,4110,7.1,82.2,25.1,1,1
2025-08-23 01:00:00,Silk Board Junction,4096,7.2,81.9,23.3,1,1
2025-08-23 02:00:00,Silk Board Junction,4900,5.0,98.0,36.1,1,1
2025-08-23 03:00:00,Silk Board Junction,4900,5.0,98.0,41.7,1,1
2025-08-23 04:00:00,Silk Board Junction,4900,5.0,98.0,45.9,1,1
2025-08-23 05:00:00,Silk Board Junction,851,33.2,17.0,0.0,1,1
2025-08-23 06:00:00,Silk Board Junction,4900,5.0,98.0,48.1,1,1
2025-08-23 07:00:00,Silk Board Junction,4900,5.0,98.0,43.5,1,1
2025-08-23 08:00:00,Silk Board Junction,4900,5.0,98.0,37.6,1,1
2025-08-23 09:00:00,Silk Board Junction,4900,5.0,98.0,17.8,1,1
2025-08-23 10:00:00,Silk Board Junction,4900,5.0,98.0,32.0,1,1
2025-08-23 11:00:00,Silk Board Junction,4900,5.0,98.0,36.3,1,1
2025-08-23 12:00:00,Silk Board Junction,2375,21.0,47.5,0.0,1,1
2025-08-23 13:00:00,Silk Board Junction,2033,23.7,40.7,0.0,1,1
2025-08-23 14:00:00,Silk Board Junction,1816,25.5,36.3,0.0,1,1
2025-08-23 15:00:00,Silk Board Junction,2152,22.8,43.0,0.0,1,1
2025-08-23 16:00:00,Silk Board Junction,4900,5.0,98.0,35.2,1,1
2025-08-23 17:00:00,Silk Board Junction,3601,11.2,72.0,0.0,1,1
2025-08-23 18:00:00,Silk Board Junction,3666,10.7,73.3,0.0,1,1
2025-08-23 19:00:00,Silk Board Junction,4900,5.0,98.0,36.7,1,1
2025-08-23 20:00:00,Silk Board Junction,4900,5.0,98.0,49.5,1,1
2025-08-23 21:00:00,Silk Board Junction,3671,10.6,73.4,0.0,1,1
2025-08-23 22:00:00,Silk Board Junction,1406,28.7,28.1,0.0,1,1
2025-08-23 23:00:00,Silk Board Junction,4900,5.0,98.0,46.1,1,1
2025-08-24 00:00:00,Silk Board Junction,1060,31.5,21.2,0.0,1,1
2025-08-24 01:00:00,Silk Board Junction,1315,29.5,26.3,0.0,1,1
2025-08-24 02:00:00,Silk Board Junction,989,32.1,19.8,0.0,1,1
2025-08-24 03:00:00,Silk Board Junction,4900,5.0,98.0,31.4,1,1
2025-08-24 04:00:00,Silk Board Junction,672,34.6,13.4,0.0,1,1
2025-08-24 05:00:00,Silk Board Junction,1199,30.4,24.0,0.0,1,1
2025-08-24 06:00:00,Silk Board Junction,4900,5.0,98.0,35.1,1,1
2025-08-24 07:00:00,Silk Board Junction,4689,5.0,93.8,22.9,1,1
2025-08-24 08:00:00,Silk Board Junction,3175,14.6,63.5,0.0,1,1
2025-08-24 09:00:00,Silk Board Junction,3178,14.6,63.6,0.0,1,1
2025-08-24 10:00:00,Silk Board Junction,4900,5.0,98.0,24.1,1,1
2025-08-24 11:00:00,Silk Board Junction,4781,5.0,95.6,12.5,1,1
2025-08-24 12:00:00,Silk Board Junction,1706,26.3,34.1,0.0,1,1
2025-08-24 13:00:00,Silk Board Junction,2183,22.5,43.7,0.0,1,1
2025-08-24 14:00:00,Silk Board Junction,1994,24.0,39.9,0.0,1,1
2025-08-24 15:00:00,Silk Board Junction,2188,22.5,43.8,0.0,1,1
2025-08-24 16:00:00,Silk Board Junction,1884,24.9,37.7,0.0,1,1
2025-08-24 17:00:00,Silk Board Junction,4900,5.0,98.0,26.5,1,1
2025-08-24 18:00:00,Silk Board Junction,4900,5.0,98.0,34.8,1,1
2025-08-24 19:00:00,Silk Board Junction,3572,11.4,71.5,0.0,1,1
2025-08-24 20:00:00,Silk Board Junction,4900,5.0,98.0,49.5,1,1
2025-08-24 21:00:00,Silk Board Junction,3606,11.2,72.1,0.0,1,1
2025-08-24 22:00:00,Silk Board Junction,1868,25.0,37.4,0.0,1,1
2025-08-24 23:00:00,Silk Board Junction,1291,29.7,25.8,0.0,1,1
2025-08-25 00:00:00,Silk Board Junction,4900,5.0,98.0,41.7,1,0
2025-08-25 01:00:00,Silk Board Junction,1317,29.5,26.4,0.0,1,0
2025-08-25 02:00:00,Silk Board Junction,1341,29.3,26.8,0.0,1,0
2025-08-25 03:00:00,Silk Board Junction,4900,5.0,98.0,34.9,1,0
2025-08-25 04:00:00,Silk Board Junction,1568,27.4,31.4,0.0,1,0
2025-08-25 05:00:00,Silk Board Junction,4900,5.0,98.0,35.5,1,0
2025-08-25 06:00:00,Silk Board Junction,4900,5.0,98.0,29.1,1,0
2025-08-25 07:00:00,Silk Board Junction,2417,20.7,48.4,0.0,1,0
2025-08-25 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-25 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-25 10:00:00,Silk Board Junction,4900,5.0,98.0,12.6,1,0
2025-08-25 11:00:00,Silk Board Junction,4900,5.0,98.0,31.2,1,0
2025-08-25 12:00:00,Silk Board Junction,2261,21.9,45.2,0.0,1,0
2025-08-25 13:00:00,Silk Board Junction,4900,5.0,98.0,31.9,1,0
2025-08-25 14:00:00,Silk Board Junction,2560,19.5,51.2,0.0,1,0
2025-08-25 15:00:00,Silk Board Junction,2277,21.8,45.5,0.0,1,0
2025-08-25 16:00:00,Silk Board Junction,4900,5.0,98.0,41.0,1,0
2025-08-25 17:00:00,Silk Board Junction,4900,5.0,98.0,30.1,1,0
2025-08-25 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-25 19:00:00,Silk Board Junction,4900,5.0,98.0,14.0,1,0
2025-08-25 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-25 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-25 22:00:00,Silk Board Junction,4900,5.0,98.0,34.1,1,0
2025-08-25 23:00:00,Silk Board Junction,1371,29.0,27.4,0.0,1,0
2025-08-26 00:00:00,Silk Board Junction,1054,31.6,21.1,0.0,1,0
2025-08-26 01:00:00,Silk Board Junction,937,32.5,18.8,0.0,1,0
2025-08-26 02:00:00,Silk Board Junction,1425,28.6,28.5,0.0,1,0
2025-08-26 03:00:00,Silk Board Junction,1304,29.6,26.1,0.0,1,0
2025-08-26 04:00:00,Silk Board Junction,4900,5.0,98.0,40.5,1,0
2025-08-26 05:00:00,Silk Board Junction,2490,20.1,49.8,12.3,1,0
2025-08-26 06:00:00,Silk Board Junction,4830,5.0,96.6,13.8,1,0
2025-08-26 07:00:00,Silk Board Junction,2519,19.8,50.4,0.0,1,0
2025-08-26 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-26 09:00:00,Silk Board Junction,4900,5.0,98.0,13.2,1,0
2025-08-26 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-26 11:00:00,Silk Board Junction,4900,5.0,98.0,39.0,1,0
2025-08-26 12:00:00,Silk Board Junction,2781,17.7,55.6,0.0,1,0
2025-08-26 13:00:00,Silk Board Junction,2700,18.4,54.0,0.0,1,0
2025-08-26 14:00:00,Silk Board Junction,2921,16.6,58.4,0.0,1,0
2025-08-26 15:00:00,Silk Board Junction,3946,8.4,78.9,12.5,1,0
2025-08-26 16:00:00,Silk Board Junction,2450,20.4,49.0,0.0,1,0
2025-08-26 17:00:00,Silk Board Junction,4900,5.0,98.0,31.9,1,0
2025-08-26 18:00:00,Silk Board Junction,4900,5.0,98.0,32.2,1,0
2025-08-26 19:00:00,Silk Board Junction,4900,5.0,98.0,47.1,1,0
2025-08-26 20:00:00,Silk Board Junction,4900,5.0,98.0,44.4,1,0
2025-08-26 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-26 22:00:00,Silk Board Junction,2994,16.0,59.9,0.0,1,0
2025-08-26 23:00:00,Silk Board Junction,1337,29.3,26.7,0.0,1,0
2025-08-27 00:00:00,Silk Board Junction,1280,29.8,25.6,0.0,1,0
2025-08-27 01:00:00,Silk Board Junction,1403,28.8,28.1,0.0,1,0
2025-08-27 02:00:00,Silk Board Junction,1361,29.1,27.2,0.0,1,0
2025-08-27 03:00:00,Silk Board Junction,2714,18.3,54.3,12.6,1,0
2025-08-27 04:00:00,Silk Board Junction,3394,12.8,67.9,17.0,1,0
2025-08-27 05:00:00,Silk Board Junction,4900,5.0,98.0,34.7,1,0
2025-08-27 06:00:00,Silk Board Junction,3049,15.6,61.0,0.0,1,0
2025-08-27 07:00:00,Silk Board Junction,2740,18.1,54.8,0.0,1,0
2025-08-27 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 10:00:00,Silk Board Junction,4900,5.0,98.0,19.5,1,0
2025-08-27 11:00:00,Silk Board Junction,4900,5.0,98.0,17.7,1,0
2025-08-27 12:00:00,Silk Board Junction,2804,17.6,56.1,0.0,1,0
2025-08-27 13:00:00,Silk Board Junction,4483,5.0,89.7,12.1,1,0
2025-08-27 14:00:00,Silk Board Junction,2522,19.8,50.5,0.0,1,0
2025-08-27 15:00:00,Silk Board Junction,2544,19.6,50.9,0.0,1,0
2025-08-27 16:00:00,Silk Board Junction,4900,5.0,98.0,20.9,1,0
2025-08-27 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 20:00:00,Silk Board Junction,4900,5.0,98.0,17.9,1,0
2025-08-27 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-27 22:00:00,Silk Board Junction,4900,5.0,98.0,25.7,1,0
2025-08-27 23:00:00,Silk Board Junction,1283,29.7,25.7,0.0,1,0
2025-08-28 00:00:00,Silk Board Junction,4463,5.0,89.3,28.9,1,0
2025-08-28 01:00:00,Silk Board Junction,4900,5.0,98.0,32.3,1,0
2025-08-28 02:00:00,Silk Board Junction,1333,29.3,26.7,0.0,1,0
2025-08-28 03:00:00,Silk Board Junction,4344,5.2,86.9,27.5,1,0
2025-08-28 04:00:00,Silk Board Junction,1151,30.8,23.0,0.0,1,0
2025-08-28 05:00:00,Silk Board Junction,4900,5.0,98.0,48.1,1,0
2025-08-28 06:00:00,Silk Board Junction,2449,20.4,49.0,0.0,1,0
2025-08-28 07:00:00,Silk Board Junction,4900,5.0,98.0,20.4,1,0
2025-08-28 08:00:00,Silk Board Junction,4900,5.0,98.0,35.7,1,0
2025-08-28 09:00:00,Silk Board Junction,4848,5.0,97.0,0.0,1,0
2025-08-28 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-28 11:00:00,Silk Board Junction,4900,5.0,98.0,43.6,1,0
2025-08-28 12:00:00,Silk Board Junction,4900,5.0,98.0,27.9,1,0
2025-08-28 13:00:00,Silk Board Junction,2965,16.3,59.3,0.0,1,0
2025-08-28 14:00:00,Silk Board Junction,4900,5.0,98.0,40.8,1,0
2025-08-28 15:00:00,Silk Board Junction,4900,5.0,98.0,22.8,1,0
2025-08-28 16:00:00,Silk Board Junction,4900,5.0,98.0,29.9,1,0
2025-08-28 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-28 18:00:00,Silk Board Junction,4900,5.0,98.0,29.6,1,0
2025-08-28 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-28 20:00:00,Silk Board Junction,4900,5.0,98.0,12.7,1,0
2025-08-28 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-08-28 22:00:00,Silk Board Junction,4900,5.0,98.0,25.1,1,0
2025-08-28 23:00:00,Silk Board Junction,1248,30.0,25.0,0.0,1,0
2025-08-29 00:00:00,Silk Board Junction,1150,30.8,23.0,0.0,1,0
2025-08-29 01:00:00,Silk Board Junction,1112,31.1,22.3,0.0,1,0
2025-08-29 02:00:00,Silk Board Junction,1780,25.8,35.6,5.7,1,0
2025-08-29 03:00:00,Silk Board Junction,1406,28.7,28.1,0.0,1,0
2025-08-29 04:00:00,Silk Board Junction,4900,5.0,98.0,40.6,1,0
2025-08-29 05:00:00,Silk Board Junction,1352,29.2,27.0,0.0,1,0
2025-08-29 06:00:00,Silk Board Junction,2293,21.7,45.9,0.0,1,0
2025-08-29 07:00:00,Silk Board Junction,2820,17.4,56.4,0.0,1,0
2025-08-29 08:00:00,Silk Board Junction,4832,5.0,96.7,0.0,1,0
2025-08-29 09:00:00,Silk Board Junction,4835,5.0,96.7,0.0,1,0
2025-08-29 10:00:00,Silk Board Junction,4900,5.0,98.0,8.3,1,0
2025-08-29 11:00:00,Silk Board Junction,4448,5.0,89.0,0.0,1,0
2025-08-29 12:00:00,Silk Board Junction,3113,15.1,62.3,0.0,1,0
2025-08-29 13:00:00,Silk Board Junction,2924,16.6,58.5,0.0,1,0
2025-08-29 14:00:00,Silk Board Junction,2517,19.9,50.3,0.0,1,0
2025-08-29 15:00:00,Silk Board Junction,2697,18.4,54.0,0.0,1,0
2025-08-29 16:00:00,Silk Board Junction,3136,14.9,62.7,0.0,1,0
2025-08-29 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
